filename,section_name,llm_annotation
02db-newsletter-markets-tqck-articleLarge.jpg,Business,"The image shows the New York Stock Exchange building at night, indicating business-related activities"
30trump-news-auto-prices-vwmp-articleLarge.jpg,Business,"The image depicts a man in a yellow vest and backpack walking past a row of parked cars, suggesting a business or commercial setting."
07biz-tiktok-zqjh-articleLarge.jpg,World,"The image depicts a crowded street with people holding banners and signs, indicating a protest or demonstration, which falls under the category of global events"
04RATMANSKY-05-glmz-articleLarge.jpg,Arts,"The image depicts a group of ballerinas performing on stage, suggesting an artistic performance or event."
17nat-dei-k12-01-vzlj-articleLarge.jpg,Arts,"The image depicts a row of school buses parked in a lot, suggesting an educational setting"
19latenight-articleLarge.jpg,Arts,"The image shows a man in a suit holding a microphone and speaking to an audience, suggesting that he may be a musician or comedian."
00heirs-pissarro-vhcb-articleLarge.jpg,Arts,"The image depicts a man looking at a framed painting on an orange wall, indicating that it belongs to the Arts category"
chinese-MFA-spokesperson--articleLarge.jpg,World,"The image depicts a man in a suit standing behind a desk with microphones, suggesting an important meeting or conference related to international affairs"
24putin-anniversary-hvgm-articleLarge.jpg,World,Soldiers are seen engaging in combat against an unseen enemy.
00techgiants-trump-combo-articleLarge.jpg,World,"The image depicts two men in conversation, one gesturing towards a tablet screen, suggesting they are discussing a topic related to international affairs or global issues"
12Gubaidulina--mcjb-articleLarge.jpg,World,"The image depicts a woman wearing a hijab and a black shirt, which suggests cultural or religious significance"
26techfix-articleLarge.jpg,Arts,The image depicts various individuals engaged in painting and sculpting artworks
18int-cambodia-xi-01-cljk-articleLarge.jpg,World,"The image depicts a group of people in traditional attire gathered around an airplane, suggesting that it may be related to international travel or cultural exchange"
18cul-kennedy-center-vzwj-articleLarge.jpg,World,"The image depicts a crowded street scene in an urban area, suggesting a global or international context"
11trump-news-tesla-event-hjqp-articleLarge.jpg,Technology,The image depicts Joe Biden and Elon Musk standing in front of two Teslas. The presence of electric cars suggests that this event might be related to environmental or technological advancements.
28dc-assess1-plhw-articleLarge.jpg,World,"The image depicts two world leaders engaged in a conversation, indicating global politics and diplomacy"
TIKTOK-BUSINESS-1-fgwq-articleLarge.jpg,Arts,"The image depicts a group of people gathered around a table, engaged in painting and drawing, indicating artistic or creative activities"
15putin-europe-01-czbg-articleLarge.jpg,World,"The image depicts a prominent political figure speaking at a podium in front of a large crowd, suggesting that it is related to global or international politics."
11bank-earns-zvhj-articleLarge.jpg,World,"The image depicts a group of people gathered around a table, engaged in discussion and writing notes, which suggests international cooperation or diplomacy"
19dc-trump-uncertainty-clhm-articleLarge-v2.jpg,Business,"The image depicts a port or shipyard, indicating commercial and business-related activities"
DC-JOHNSON-UKRAINE-wqfh-articleLarge.jpg,World,"The image depicts a protest or demonstration in a public street, suggesting global or international themes being addressed"
24Germany-Merz-vwfc-articleLarge.jpg,World,"The image depicts a crowded street scene with people holding banners and signs, suggesting that it may be related to a global or international event"
22trump-news-janet-mills-qtpz-articleLarge.jpg,World,A woman in business attire holding a phone and pen suggests that she may be working or conducting an interview related to global issues
19europe-diplo-01-jwhg-articleLarge.jpg,World,"The image depicts a scene with people holding banners and signs, indicating a public gathering or protest related to global issues."
20Watching-Gate-articleLarge.jpg,Arts,"The image depicts a woman dressed in a red and black costume, suggesting a performance or show related to the arts."
04google-china-jtqk-articleLarge.jpg,Technology,"The image features the Google logo in front of a large glass building, indicating that it is related to technology"
21ukraine-nkorea-03-hljt-articleLarge.jpg,World,The image depicts a soldier operating an artillery weapon system in a combat zone
24ukraine-deal-1-qwlv-articleLarge.jpg,World,"The image depicts a room filled with debris and rubble, suggesting that it was taken in an area affected by conflict or natural disaster"
12TAN-ARCHIVE-01-ctbv-articleLarge.jpg,World,"The image depicts a group of people gathered around a table, engaged in a discussion or meeting, suggesting international diplomacy or global cooperation."
25BIZ-TIKTOK-2-chwp-articleLarge.jpg,Business,"The image features a billboard advertisement for a chain restaurant in the background, indicating that it is related to commerce or business."
21ukraine-trump-01-mvck-articleLarge.jpg,Business,"Image Description: A large industrial building with a truck and crane in front of it, suggesting an active construction or manufacturing site"
07ukraine-satellite2-gjtq-articleLarge.jpg,World,"The image appears to be an aerial view of a large building complex engulfed in flames and smoke, indicating a disaster or emergency situation"
11ukraine-casualties-01-ftbq-articleLarge.jpg,World,"The image depicts a crowded street with people holding banners and signs, indicating that it is related to global news or events"
OakArticle-67ad2963-kvzb-articleLarge.jpg,Business,"The image depicts Elon Musk in a meeting with Donald Trump at the White House, suggesting a business-related activity"
31DeepSeek-Disinfo-vktb-articleLarge.jpg,World,"The image depicts a group of people in military uniforms marching in formation, carrying flags and banners, suggesting a national or international event related to politics or governance."
14kennedy-center-scene-1-zmgw-articleLarge.jpg,Arts,The image features a sculpture in front of a wall with artistic elements and possibly an art gallery or museum
14finland-ukraine-fkgj-articleLarge.jpg,World,"The image depicts a crowded street with people holding banners and signs, suggesting that it may be related to global events or issues."
biz-nintendo-tariffs-02-pgfv-articleLarge.jpg,Arts,The image depicts an art exhibition with people viewing artwork and discussing paintings on the wall
14Fay--06-pkzf-articleLarge.jpg,Arts,"The image depicts a man surrounded by various fruits and vegetables, suggesting an artistic or creative endeavor"
00dc-bessent-gvmc-articleLarge.jpg,World,"The image depicts a crowded street scene with people holding signs and banners, suggesting a protest or demonstration related to global issues"
ROOSE-market-btgv-articleLarge.jpg,World,"The image depicts a crowded street scene with people holding banners and signs, suggesting a public gathering or protest related to global issues"
